,label,text_changed
35593,0,a los que piensan votar por el partidomorado  las renunciasexclusiones fueron vlidas hasta el 271219 si votas por los morados sin especificar candidato daniel mora ser congresista no es campaa sucia contra el partido es discriminacin a los lobos disfrazados de oveja
14087,2,bailaste hermoso emiliadrago gracias por el apoyo a fiorellacayo1
26936,0,"el mejor debatiente politico del peru es mauricio mulder y resulta eliminado jajajajaja 

los trolls trabajan hasta domingos tremendos esclavos
tengan dignidad"
18226,1, hola     la quiero un abrazo a las rodillas
25096,2,comunicado del partidomorado    nuestro mantenido lder no podr realizar ninguna declaracin hasta que terminen las consultas con sus asesoresmimpperuabogfeministasniunamenosperu
22128,0,claudiacisneros nada queda de ese canal n que informaba la verdad cuando todos los medios estaban vendidos que pena
22984,0,"la lista de descartados

accion popular
alianza para el progreso
apra
avanza pais
fuerza popular
partido morado
contigo
ppc
peru nacion
pps
podemos peru
solidaridad nacional
somos peru
todos por el peru
vamos peru"
25670,0,el  ppc es un partido que es una verguenza para todos los que compaimos una misma religiondebateece2020
19807,1,"domingo matas el candidato a alcalde por sdo que est por encima de las banderas partidarias 
vocesparaelcambiosdo
prsd
alianzapais alpais
frenteamplio fa
domingomatiasalcalde
domingomatiasalcalde2020"
9820,0,pinche ex mejor amigo lo odio
25736,0,ojala que vaya la postulante al congreso  blancaramirez  ppc  ppc2020  abrelosojos
36201,2,siempre trabajando por el pais  iremos presentando los proyectos de ley que trabajaremos desde el primer dia de funcionamiento del congresounequipoquejuegalimpioppc 2 7
195,0,odiomistweets no puede ser eso me est pasando en estos momentos hace rato estaba good happy y ahora solo i cry
25021,0,vrpt7 hipocresa antecedentes de los candidatos del partidomorado pegadores dmorazevallos y deudores de alimentos y julioguzmanperu lo sabe atentos mauriciomulder esquinabaja bellatrixtoo a este video de combutters recien subido
23936,2,unidad  disciplina y lealtad    fujimorismounido  fuerzapopular  todossomosnaranja  vivaalbertofujimori  este26deeneromarcalak  keikofujimori
3873,2,salvadorheresi cuando los perros ladran solo difamacin salen de ti queremos escuchar propuestas serias y solo lo expone el partidomorado            novotonuloniviciado
8320,0,hbenitez canaln exitosape noticiamerica latinanoticias atvmasnoticias willaxtv rppnoticias capital967 elbuhope ensustrece elecciones2020 no olvides los hashtahs y las tendencias del dia urresti puedes alternar la misma poblicacion del dia con otras  etiquetas y ttendencias feizmartes felizmiercoles  podemosperu partidomorado encuestas esnoticia
10033,2,super junior es un escape a todas las cosas malas que pasan en mi vida es por eso que al apoyarlos no lo veo como una obligacin
1942,0,"mauriciomulder creo q el ricokan esta caro 
algo no cuadra en el apraoficial mauricio mulder mauriciomulder no puede ahorrar en 20 aos xq ganan poco los kongresistas luciana leon lucianaleonr paga credito hipotecario en time record xq ganan mucho los congresistas

quien miente "
32793,2,c c  aasi juega limpio el  ppcesta es la clase de personas que pretende lleguen al congreso
2141,0,leyantisaqueos este proyecto se de debe a hacer cargo el frenteamplio  s se debe reserva de constitucionalidad porq es inconstitucional porq se une el poder poltico en contra de las manifestaciones y lo trata de quebrar en la zona cero los esperamos chiledespeo 16ene
22915,2,"rt pedromoralesmi ultima encuesta de ipsos peru accion popular seguira trabajando a favor del peru adelante 

siempremorales
acci"
35782,1,la venta de extintores se ha disparado lo curioso es que los pedidos provienen de los hotelesjulioguzman partidomorado
2420,0,guzman no postula al congreso  asi piensan en terminos de  fuerzapopular cuando  keikofujimori no es la que postula   o el  apra sin  alangarcia  no se auto enga en  ustedes son mas capaces que eso
16705,1,debate21 amerinoreyna lava jato es el equipo de persecucin te pierdas el debate entre el candidato por fuerzapopular y daniel olivares del partidomorado per21 entrevista candidatos para que tengas un voto informadovotabien 
20147,0,la estrategia fujimorista naranjamarilla siempre es igual  mienten y nunca rectifican porque no les interesa la verdad  s
34742,2,candidato al congreso de la republica por lima  pedro carlos casanova saavedra  marca la k y escribe el numero 9   fuerzapopular  limanorte
17001,2,luismedinasir el 85 hizo lo suyo el 2018 con el referndum los fiscales lavajato y cuellos blancos hacen su parte el presidente vizcarra  cerro el congreso el tc hizo lo suyo ahora le toca a los votantes consolidar los avances por un mejor per  por eso voto por el partidomorado 
6154,1,rt diarioelperuano elecciones2020  candidato carmen omonte partido alianza para el progreso propone priorizar el debate para la despe
30294,1,rt hinchacursi oocontextfp aviso a la comunidad  el chiste es que sea de la u y su partido politico sea alianza por el progreso sanos
36157,1,hoy dia saludo los 485 a os de creacion de lima y lo hago con el mejor alcalde que tuvo  nuestro maestro y referente luis bedoya reyes  el tucanlima  ppcppc  unequipoquejuegalimpio
21992,2,postrecito para endulzarme un poquito
13946,2,lo bueno de salir temprano es que puedo almorzar en mi casa o sea comida de verdad
24538,2,sofiaes75112804 hectorbecerrilr el seor mora elpartidomorado y julio ya se pronunciaron y fue casi inmediato no como los vergen
8683,2,datum  elecciones al congreso votos vlidosaccin popular   18    6partidomorado 15  6 mareamoradafuerza popular    13  8a seguir chambeando porque nuestro pas cambiar su historia este 26 de enero juntosconstruyendoconfianza
7905,0,pbodigital danielmora indic que lo ocurrido fue un incidente y que dir su verdad renunci a su candidatura y al partidomorado
24945,0,pepiperu zenaidasolisg alberto belaunde etcporqu justifican a jgpor seguir en la franquiciaporque el partido morado lo parecepartidomorado fujimorismonuncamasapranuncamas
21136,2,politicaecpe el seor mora renunci el partido morado como organizacin se pronunci de inmediato y eso es un ejemplo para muchos partidos que solo blindan con eso en mente ya tengo por quien votar y son de la lista del con excepcin del sr mora partidomorado
32422,0,la entrevista evidenciaria de quien es el partidomorado  su uso soterrado para cubrir intereses polticos corruptos cubieos de falsas moralizaciones ideologas de gnero y engatusamiento pblicojuzgue ud y retwitee si lo cree asi 
31544,0,hersegami rey con barba y tu dela julio guzmn del partido morado pas de partido pegaln apartido incendiarioque tipo para sini
1850,1,mauricio mulder es un almuerzo como cualquier otro video
34035,0,mauriciomulder ya psss que esperas mauricio mulder  tanto que ladras se el primero ya que desde que se de ti solamente has vivido del peru y no sabes hacer mas cosas que mentir sinverguenzear tapar a corruptos y atacar a los que trabajan por el bien del pais ratas de un solo cao
6590,1,rt lordjimjr excongresistas de fp y apra se reunen por fallo del tc video
30034,0,laloleonap accionpopular mesiasguevara yo queria votar por accionpopular pero despues de la espantosa experiencia que ha sido tener a muoznoeslavoz como alcalde metropolitano y a cuellaraliasbenavides2 en ate ni hablar si no pueden con sus alcaldes menos con sus congresistas se imaginan la presidencia
1766,2,vrpt7 uno de los mejores congresista del peru  mis respetos mauricio mulder
27939,0,bluecat19xx de ahi viene el nombre mora  daniel morado partido morado te deja el ojo morado mora te deja morado partido ojo morado
28444,1,el tiempo atino como van las cosas es probable que tambin se cree una brigada especial para combatir al partidomorado   candidatos del gobierno  
28524,0,julioguzmanperu a ver moradito el caso de mora es el ms sonado pero no es el nico as que me imagino que al resto tambin los sacars eleccionescongresales2020 partidomorado candidatosdelincuentes
6737,0,arielrobes siempre me gusta ir a la base de los problemas una de las grandes culpables dela violencia hoy es lilyperez ella abri
2878,2,candidato al congreso de la republica por lima  ricardo vasquez kunze  marca la k y escribe el numero 4   fuerzapopular  limanorte
14439,1,no me quiero ir bueno s pero no
27961,1,caretas mora consider que todo lo dicho por los dirigentes del partido morado fue dirigido por guzmn con una estrategia para consegu
26286,2,ese aplauso para diego luna y felicity jones fue estruendoso tengo ganas de ver rogue one y no puedo
24790,0,exitosape adivinen julioguzmanrenuncia al partidomorado presentar a esposa y partidaria en conferencia de prensabuscar al abogado de lucar huir del per hasta que las cosas calmengorriti y vizcarra lo rescatanrenunciarn debelaunde y ginocosta
7138,2,vamos martha   es hora de hacer chambear al gobierno  que mucho habla y poco hace   vamos kontodo  fuerzapopular
12333,0,pbodigital caso de violencialiliajaureguy  todo lo que dije en la denuncia es verdad la esposa de danielmora seal que hubo
3177,1,maxperaltap  estimados ciudadanos les comparto el video porque hay mucha desinformacin sobre el 
17949,0,o el  ppc se ha olvidado de su doctrina social cristiana o le sobra en su nombre la  chay algun pronunciamiento oficial al respectoperu
311,0,mi jefe siendo un intil en momentos en los que se necesita una segunda opinin desde que ingres a este lugar
14096,0,todos sufriendo por el vivoxelron
23183,0,rt cniezen mauricio mulder apuesta que el apra tendra  8  congresistas en proximas elecciones donde lo dice en programa de beto ortiz
32284,1,de belaunde le creemos a julioguzmn esta es una campaa para que el partidomorado no crezca gt
33324,0,un poquito amarga mama unasemanadel2017yyo felizdiadereyes otconcierto hablavillaran siguemeytesigo
17090,0,politicaecpe partidomorado partido de rojos mentirosos hipcritas y cnicos  
23245,0,"agarro canal dos y el invitado de beto ortiz es oh sorpresa un aprista mauricio mulder
ponte las rodilleras beto"
7487,1,soy madre de familia con un hijo joven de 20 a os y como tu cada dia que sale a estudiar le pido a dios que me lo  proteja y
20797,0,partidomorado  alberto debelande danielolivares y yo le creemos a julioguzmnel candidato respald al lder de su partido luego de que difundieran imgenes donde se le ve huyendo de un departamento que se estaba incendiando en miraflorespbobutters carlagarca
664,0,que lleguen a hacerte una entrevista la prensa local y yo muerta de sueito y sin ganas de nada ptm
33611,1,rt crespoap vecinos de santa rosa san juan de lurigancho apoyando al equipo 33 en la difusion de una opcion que busca renovar la politi
3190,2,partido morado propuestas del partido morado  educacin vota informado vota moradodebateece2020 https
2732,2,r   no somos oficialistas ni golpistas como     vamos en defensa d
13725,2,el  ppc defiende la economia social de mercado incorporada en la constitucion del 93  los ultimos 25 a os a pesar de las crisis politicas  el peru tenido un crecimiento sostenido y por eso la defenderemos en este congresounequipoquejuegalimpio  debatecec2020
19355,1,"mauricio mulder crear una camara de diputados y un senado podria solucionar los problemas de representacion

debateece2020"
17906,2,este 26e elperu es  unequipoquejuegalimpio por eso no tenemos candidatos sentenciados por violencia familiar como otros 12 partidos que si tienen  votabien marca  ppc  eleccionescongresales2020
33600,1,rt betovelarde2021 hace unos minutos hicimos un recorrido por el mercado los vencedores de sjl enseandole a los vecinos como votar tuvi
16049,2,candidato al congreso de la republica por lima  juan carlos gonzales ardiles  marca la k y escribe el numero 8   fuerzapop
7728,0,exitosape vernika mendoza dijo sentirse preocupada por la falta de una postura contundente y clara del partido morado frente a temas
