,label,text_changed
13721,2,elperu propone funcionarios publicos pasen  erudito propuestas unequipoquejuegalimpio ppc
16113,1,belleza tema pendiente proximo congreso2020 eleccion ortiz zevallos  miembro miembro peru prop
19779,2,resumida bancada frenteamplio forjando cambio
35267,0,atv  noticias noticias marcas casilleros contribuiras elijan congresista consiguientemente inmunidad parlamentaria dejes enga lista miento
20312,0,manos impedirlo deshacernos  lacras lacras llevaron pais despe adero votes blanco viciado nuna fuerzapopular apra solidaridadnacional contigo
20363,0,fujimorear adversarios explicaciones pais huyen
5427,1,martita pueblo impredecible coma sopa  carapulcra
26040,0,quedar  ratito mama anemica
35350,0,gracebaquerizo  partidomorado ayyy hijita rebotaste pidio renuncia candidatura partido salio tiro culata
12643,0,cayetanaaljovin ismaelbenavide8 votas marcas tendras congresoperu votes lista enga quisieron  sorprendernos sorprendernos sorprendernos
34565,1,elecciones2020 pasan vallaticona  lampa fuerzapopular naranjas partidomorado morados app acu somosperu
2915,0,aldebarantauru3 lejos mantenido corona mequetrefe infiel esperar personas
20932,0,eduardo recoba viudas julio guzman ensayando hipotesis absurdas ridiculas  tratando tratando tratando defender impresentable lider
8901,0,magaly medina viendo orgullosa  infidelidad politico nacional
22417,0,histerico histerico bestia pobre bella
11227,0,falso pap jamas blindo corruptos asocio  golpista vizcarra odebrecht asociado
28467,0,ghilardi veritatisperu julioguzmanperu panoramaptv cuarto saldelsol anchebiondi mijaelglp phillipbutters jbcperu apranoe ugluis apra oficial  mahachavezc exitosape noticiamerica milagrosleivag plinio2009 gildatrkovic alvarosarco jorgedcg ottocedrong cobardes proximo presidente comprobado cobarde
21668,2,logramos equilibrio conciencia razon  objetivos politica sucia cargo hacerse rico pactados corrupcion
5625,1,bronceado envidiable mentira arde
6749,1,rocio  silva silva silva santisteban sacado serie propuestas
7986,0,sofiaes75112804 hurgamemoriape milagrosleivag preguntas  corruptos apunta rapido querer
35504,0,recisneros mora renuncio partido morado organizacion pronuncio inmediato leccion partidos politicos blindan afirmando protegen  mente votar candidatos
30348,0,mierda apra alan mauricio mulder delincuentes  cxc3xa1mara conviertas congre
17982,0,mama compra pollo brasa almuerzo  viene visitarnos noche trae pollo entiendan bola
29270,2,tvperuvoy tvperuvoy tvperuvoy ppc
31229,2,candidata  cxc3xa1mara republica lima martha chavez cossio marca escribe numero fuerzapopular
25520,1,sabado debate candidatas jovenes congreso estaran  lilian lilian lilian alvarado ppcames
34323,2,vecino vecina ven  paicipa paicipa caravana frente amplio arequipa permitamos convenza cambiar enero decide vota
25912,2,inauguro estacionamiento parque kennedy gratis habra probarlo  bici bici bici
2905,2,manuelgago martha  obtendria votacion siguenos youtube
3672,2,jbcperu guerra sucia presidente partido julio guzman  espero peruanos votemos morado oportunidad acabar mafias enga
1770,2,manifestarle psra disgusto mauricio  elegido congresista enero
30307,1,publico candidata alianza progreso melissa carrion publico video  contrario
9586,1,quiero quiero familia
31524,2,exitosa reunion guzman comite politico morado asegura  quedado esclarecido
33977,0,mauricio mulder apra paridad parlamentarios cree reforma parlamentaria  cambie cambie cambie cambie partidos politicos serios dare puntos
14591,2,apoyo acosador  urresti urresti urresti quedar mal partidos
30427,1,mulder  convencido convencido expresidente fallecio hospital casimiro ulloa
8972,2,pepi pepi pepi patron julio guzman tendra oportunidad reconciliarse ciudadania candidata  pepi pepi pepi patron sostuvo cuidado manosear privado fines publicos personal
27820,0,yoapoyoarosabartra lapestilencia deje politica votar  fuerzapopular fuerzapopular fuerzapopular solidaridadnacional acto civismo tiempos terrorista terroristatuabuela
22459,2,novia novia
19608,1,frente amplio  invitan sociedad civil partidos politicos san cristobal andres bello capacho
15392,1,pedro  mauricio mulder levanta secreto cuentas bancarias
33392,0,metropolitano minutos
33527,1,dias dias dias dias invito conectarse 10am comercio seguir vivo debate expondre propuestas congreso abrazo
2745,0,columbus fuerzapopular critica ministro trujillo mtc violencia genero critica caigan colegios debateelectoral
24703,2,andlopezrojas queda clarisimo propuesta lucha frontal korrupcion fujiaprismo compinches seguira partido limpio corruptos  organization organization organization solida principios claros
30464,0,claude maurice mulder bedoya alias mauricio mulder forma despectiva lucar mijail  lecca invitaaadoo
19239,0,claude maurice mulder bedoya alias  mulder forma despectiva lucar mijail garrido lecca invitaaadoo
20678,1,sofiaes75112804 karlacalle jne peru dmorazevallos tremenda troll karla dire periodista guerra  apartidomorado
11294,2,enero enero enero oportunidad habiamos esperad
24258,2,santibanez terminamos jornada  gracias gracias gracias voluntarios militantes villa maria triunfo
25190,2,encuestas publicadas explican razon ataques izquierda derecha voto moderado legitimo  nieguen nieguen verlo explica ademas razon salvavidas lanzado jne prendio
32267,0,basta candidato retire lider loco ganar encuentre combi supone partido  iba iba iba salvar pais pintaba
3433,1,chiste
10469,2,candidato candidato candidato domingo marca
19409,1,mauricio  llamo investigados caso cuellos blancos central
18303,1,lee realidad clarke  aun aun aun quiero personaje haha
36124,0,casablancael ppc llevando filas infame fuadkhoury contralor republica  cruciales cruciales 2009 2016 gestion detecto negociados clubdelaconstruccion oas odebrect peruanosabranlosojos
9491,0,puesto nervioso funcion ana laguna mental mierda dejar  cavilar
23007,1,alianza republicana mercantilista arena presente  riqueza principios
200,0,navidad huelepedos regalen aguita azahar cosa calmas dejas  enviar enviar enviar twitter
19887,2,semana  clave
8598,1,personal politico presidente partido  azulado aplica
9164,1,lunes recorrimos gamarra  unequipoquejuegalimpio unequipoquejuegalimpio unequipoquejuegalimpio llevando propuestas proyectos ley
5564,2,placentero placentero placentero
36099,1,peruhoy luis bedoya reyes reunio proximos integrantes bancada ppc impresiones acerca coyuntura politica  catxc3xa1logo partido futuro congreso peru
22415,0,mal tomar cafe caliente dejo
11671,0,tengan animal porq impase 2018 presentado gente votar  fuerzapopular tipo impresentables dedican redes destrozar personas
5477,0,falta peruanos nota tuvimos emergencia evacuar  temprano pasa factura
31274,2,eleccionescongresales2020 marquemos k10  elguardiandelaconstitucion
8489,1,pocovicio  romanticos romanticos
28024,1,hersegami mahachavezc  adivinemos adivinemos adivinemos renunciaria presentaria esposa partidaria conferen
28522,0,julioguzmanperu partidomorado noakeikope memeoperu memesdelperu memepoliticope  cnmemes idolo barro incinero carrera politica familia fidelidadchauu
13657,2,alvarado ppc indica funcionar adecuadamente explica teorias refiere ppc modelo economico
11967,1,consejosastrologicos keikofujimori regresara prision pronostica futuro legal  fuerzapopular pbodigital butters olaechea blume loultimo tribunalconstitucional ledesma peru bengoechea temblor
12449,0,yturbe candidato resto abusadores pais  renuncia renuncia renuncia
20450,1,enriquecr hector becerrilr hector becerrilr representa  fuerza popular cerrado constitucionalmente congr
22434,0,guardado jueves salir  amiga amiga amiga amiga vino regla odio perra
1557,1,mauricio mulder ambas partido morado  vizcarra vizcarra vizcarra desmoronando ministra tapar sol dedo
8016,1,ursula moscoso conversatorio feministas congreso 2020  estuve estuve estuve candidatas congresistas compartiendo
28678,2,ursula moscoso zicozocialvol2 fuerzapopularpe panoramaptv grande ursula moscoso partidomorado defendiendo  proponiendo proponiendo proyectos equipo defendiendo mujer peruana pais
31616,2,lismelendezpm historia candidata joven  mujer mujer mujer lidera lista congreso apurimac
622,1,gusta molesta gente habla juntaramos escuchar musica  rato rato rato  rato rato rato hablar
3496,0,jefe jefe
8962,0,partido partido partido maltratadores
36110,2,reformadejusticia ppc propone proyecto ley fortalecer autoridades control ministerio publico  judicial judicial justicia tarda justiciappcequipoquejuegalimpio debatecec2020 debatetvperu
10603,1,candidatos region callao alianza progreso daniel almanzor lecca rubio  apropiarse fondos municipales
32468,0,mora mora mora mora seguira carrera deje campa
14505,0,llegar agencia reciben pendientes reciben lomito
27653,2,enero 2020 marca escribe mariaelenak16 porlavidaylafamilia  congreso2020 congreso2020 26enero voto onpe marcak escribe16 unnuevocambio fuerzapopular
18849,0,descartemos  paul oviedo denuncias robo violencia domestica etcetera sotomayor enrique wong oportunidad servir dediquense cosa favor
20234,0,cruda realidad votemos opresores derecha fuerzapopular  accionpopular solidaridadnacional satelites
13782,1,miguel soria ppctodo  funcionario funcionario ingresar pasando poligrafomuy idea ppc debateece2020
18611,0,duele  estomago estomago comi grasa gaseosa ultima prometo
15023,1,tramando  otorongo otorongo come  otorongo otorongo voz pueblo voz dios
34087,0,mauricio mulder  leyes leyes inconstitucionales congreso fiscalizar
14483,2,hermoso  conociste conociste conociste
36107,0,ppc eskueva politicos ladrones exitosa peru partido politico  lider lider ladron viejo mundo luis bedoya reyes
13450,1,consiguieron funko pop  julio julio julio julio guzman derechito repisa gracias idea dolivera95
18295,0,naterxc3xb3n noooo omg pierdo mejores fanarts
21012,1,julianaoxenford alberto belaunde danielfolivares atvpe guzman  congreso
27256,1,amigas dejo propuestas puedan compairlas  contactos contactos contactos sumar
1773,2,congresista peru  tiempos tiempos mauricio mulder lujo congresista brillante
29167,1,elecciones2020  asesor antifujimorista 26e ocram palabras claveanti fuji apro solidaria satelites
19895,0,vuelta carnero agradece finaciamiento  george george soros open society revolucion pinguina campa multimillonarios carro eros desestabilizan paises hacerlos caer ayuda
423,0,tratamiento medicina natural alergias  aire aire aire aire acondionado agentes tipo pesadilla
19557,0,mauricio mulder declara jne remuneracion 200 000 soles  alcanzo alcanzo sueldo congresista ahorrar declaracion jne remuneracion 208 953 casa 218 801 casa 727 auto 000 menaje 000
25456,2,comparto alegria trabajado arduamente llegar propuestas quedan dias eleccion  sigamos sigamos subiendo
20548,0,juan lazo macedo magaly medina muestra detalles chifa pachamanquero julio guzman vengan  bomberos bomberos
30579,2,mulder fiscalizador incomodo gobierno congreso necesita
3861,1,mauriciomulder juansheput pasaria regalan jabon practican pasamonta
34319,1,estudian evaluan pensando  haganla haganla haganla yasta
24868,0,lamula caudiaangelica julioguzmanperu feminismo radical feminismo  extremista extremista extremista extremismo peligroso dificil entender senti claro preciso declaracion incomodo centro republicano
22653,1,vuelve feliz elecciones tema personal absurdo ley alguien omitido  condenatoria candidato
16251,2,marcare fuerzapopular  region region region callao
22475,0,mar  negro negro negro negro caido avion lleno musicos medicos enviaron alegrar gente siria deja segura dios
23744,0,intuicion historica agosto  gabriel salazar aconsejaba preocupense movimientos ciudadanos candidaturas actuando vieja clase politica
6736,1,lluvia sectores florida bancada frente amplio acusara  constitucionalmente constitucionalmente constitucionalmente presidente
10360,1,defender  algun algun algun historia reivindicara nombre reconocio habia equivocado
4371,2,seguimos informando  clan campa propuestas serias agradezco jovenes acompa ado camino involucraron domingo marca escribe
25898,2,gracias cari brindas seguidores  simplemente simplemente
27448,1,cierre brechas rocio silva jahely albarracin lilian alvarado salvador heresi diethell columbus myriam reategui guillermo bermejo
18320,2,cualquiera cumplo persona  darme
11128,0,sinverguenza  pelada mauricio mulder congreso ahorrar pagan vagos viaticos combustible sueldo bonos bono entran congresistas ademas gollerias roban
35050,0,pbodigital  candidata candidata entrevista arregladaza fujimori repite
10473,1,gracias mensaje apoyo  candidato candidato candidato
7420,0,pasara pasara pasara elecciones votan fuerzapopular solidaridad partidos vinculados mafia piensaunpocoantesvotar
